price,type,bathroom,size,location
135000.0,Apartment,3.0,1530.0,"Al Sail Tower, Al Dana, Al Raha Beach, Abu Dhabi"
135000.0,Apartment,3.0,1625.0,"Mayan 1, Mayan, Yas Island, Abu Dhabi"
78000.0,Townhouse,2.0,1791.0,"Al Waha Villas, Dubai Land, Dubai"
48000.0,Apartment,3.0,1114.0,"Mazaya 29, Queue Point, Dubai Land, Dubai"
380000.0,Apartment,3.0,1774.0,"The Address The BLVD, Downtown Dubai, Dubai"
170000.0,Apartment,2.0,935.0,"The Address Downtown Hotel, Downtown Dubai, Dubai"
220000.0,Apartment,4.0,1641.0,"Downtown Views, Downtown Dubai, Dubai"
45000.0,Apartment,2.0,945.0,"Nad Al Sheba 2, Nadd Al Sheba, Dubai"
45000.0,Apartment,2.0,725.0,"Al Khail Gate, Al Quoz 2, Al Quoz, Dubai"
236000.0,Villa,6.0,5974.0,"Ponderosa, The Villa, Dubai"
87000.0,Apartment,2.0,1537.0,"Al Badia Hillside Village, Dubai Festival City, Dubai"
85000.0,Apartment,2.0,897.0,"Al Sail Tower, Al Dana, Al Raha Beach, Abu Dhabi"
550000.0,Villa,6.0,6000.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
130000.0,Apartment,3.0,1715.0,"Wilton Terraces 2, Mohammed Bin Rashid City, Dubai"
310000.0,Villa,3.0,2931.0,"Golf Grove, Dubai Hills Estate, Dubai"
105000.0,Apartment,3.0,1429.0,"Vezul Residence, Business Bay, Dubai"
,Apartment,1.0,700.0,"MAG 505, MAG 5, Dubai South (Dubai World Central), Dubai"
141100.0,Hotel &amp; Hotel Apartment,1.0,900.0,"Marsa Plaza, Dubai Festival City, Dubai"
176500.0,Hotel &amp; Hotel Apartment,3.0,1600.0,"Marsa Plaza, Dubai Festival City, Dubai"
45000.0,Apartment,1.0,923.0,"Dune Residency, Jumeirah Village Circle, Dubai"
61000.0,Apartment,3.0,1600.0,"Building 108 to Building 137, Contemporary Cluster, Discovery Gardens, Dubai"
75000.0,Villa,3.0,1832.0,"Mediterranean Style, Al Reef Villas, Al Reef, Abu Dhabi"
36000.0,Apartment,2.0,1001.0,"Building 38 to Building 107, Mediterranean Cluster, Discovery Gardens, Dubai"
88000.0,Apartment,3.0,1442.0,"The Gardens, Dubai"
86000.0,Apartment,4.0,2384.0,"Warsan Village, International City, Dubai"
53000.0,Apartment,1.0,772.0,"Horizon Tower B, City Of Lights, Al Reem Island, Abu Dhabi"
41000.0,Townhouse,2.0,1301.0,"Urbana, EMAAR South, Dubai South (Dubai World Central), Dubai"
59000.0,Apartment,2.0,1005.0,"Al Ramth 57, Al Ramth, Remraam, Dubai"
78750.0,Townhouse,2.0,1792.0,"Al Waha Villas, Dubai Land, Dubai"
1500000.0,Villa,7.0,21000.0,"Nad Al Sheba 2, Nadd Al Sheba, Dubai"
315000.0,Apartment,5.0,2691.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
44000.0,Apartment,1.0,739.0,"Binghatti Terraces, Dubai Silicon Oasis, Dubai"
42000.0,Apartment,3.0,1054.0,"Al Khaleej Village, Al Ghadeer, Abu Dhabi"
80000.0,Apartment,2.0,809.0,"Bayz by Danube, Business Bay, Dubai"
63000.0,Apartment,3.0,1668.0,"Ghoroob, Mirdif, Dubai"
40000.0,Apartment,3.0,1054.0,"Al Khaleej Village, Al Ghadeer, Abu Dhabi"
71000.0,Apartment,3.0,1400.0,"Niloofar Tower, Culture Village, Dubai"
280000.0,Apartment,3.0,1452.0,"The Address Residence Fountain Views 2, The Address Residence Fountain Views, Downtown Dubai, Dubai"
65000.0,Apartment,3.0,1264.0,"Al Khail Gate, Al Quoz 2, Al Quoz, Dubai"
42000.0,Apartment,2.0,805.0,"Al Manara, Jumeirah Village Triangle, Dubai"
85000.0,Apartment,2.0,955.0,"Park Heights 2, Park Heights, Dubai Hills Estate, Dubai"
135000.0,Villa,6.0,5270.0,"Aurum Villas, Aster, Damac Hills 2, Dubai"
45000.0,Apartment,2.0,1001.0,"Building 38 to Building 107, Mediterranean Cluster, Discovery Gardens, Dubai"
88000.0,Apartment,3.0,1450.0,"The Gardens, Dubai"
65000.0,Apartment,3.0,1531.0,"Shorooq, Mirdif, Dubai"
47000.0,Apartment,1.0,710.0,"The Gardens, Dubai"
44999.0,Townhouse,2.0,1301.0,"Urbana, EMAAR South, Dubai South (Dubai World Central), Dubai"
160000.0,Hotel &amp; Hotel Apartment,3.0,1346.0,"Marriott Executive Apartments, Al Jaddaf, Dubai"
50000.0,Apartment,2.0,688.0,"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
48000.0,Apartment,2.0,1042.0,"Shorooq, Mirdif, Dubai"
33000.0,Apartment,1.0,680.0,"Al Ghadeer 2, Al Ghadeer, Abu Dhabi"
80000.0,Apartment,2.0,688.0,"Al Naseem Residences A, Al Bandar, Al Raha Beach, Abu Dhabi"
90000.0,Apartment,1.0,545.0,"The Address Dubai Marina, Dubai Marina, Dubai"
72000.0,Apartment,2.0,904.0,"Al Maha, Al Muneera, Al Raha Beach, Abu Dhabi"
60000.0,Apartment,1.0,406.0,"Sparkle Tower 2, Sparkle Towers, Dubai Marina, Dubai"
85000.0,Villa,2.0,2013.0,"Warsan Village, International City, Dubai"
64999.0,Apartment,1.0,814.0,"Belgravia 3, Belgravia, Jumeirah Village Circle, Dubai"
50000.0,Townhouse,3.0,1188.0,"Al Khaleej Village, Al Ghadeer, Abu Dhabi"
66000.0,Apartment,3.0,1045.0,"Airport Road, Airport Road Area, Al Garhoud, Dubai"
87000.0,Apartment,4.0,1291.0,"Airport Road, Airport Road Area, Al Garhoud, Dubai"
129999.0,Apartment,4.0,2323.0,"Falcon Tower, Business Bay, Dubai"
215000.0,Apartment,2.0,1370.0,"Sunrise Bay, EMAAR Beachfront, Dubai Harbour, Dubai"
100000.0,Apartment,4.0,1780.0,"Residence 1, Meydan Avenue, Meydan, Dubai"
42000.0,Apartment,2.0,650.0,"Afnan 4, Midtown, Dubai Production City (IMPZ), Dubai"
280000.0,Townhouse,5.0,3252.0,"Canal Residence, Al Reem Island, Abu Dhabi"
40000.0,Apartment,2.0,847.0,"European, Canal Residence, Dubai Sports City, Dubai"
45000.0,Apartment,1.0,849.0,"Dune Residency, Jumeirah Village Circle, Dubai"
65000.0,Apartment,3.0,1363.0,"Dune Residency, Jumeirah Village Circle, Dubai"
160000.0,Apartment,2.0,1252.0,"Al Das, Shoreline Apartments, Palm Jumeirah, Dubai"
80000.0,Apartment,3.0,1364.0,"Azizi Liatris, Azizi Residence, Al Furjan, Dubai"
81000.0,Apartment,2.0,1755.0,"Groves, The Pearl Residences at Saadiyat, Saadiyat Island, Abu Dhabi"
190000.0,Villa,5.0,4392.0,"Qattouf Community, Al Raha Gardens, Abu Dhabi"
146000.0,Apartment,3.0,1997.0,"Garden, The Pearl Residences at Saadiyat, Saadiyat Island, Abu Dhabi"
149500.0,Apartment,3.0,1836.0,"Canal Residence, Al Reem Island, Abu Dhabi"
120750.0,Apartment,3.0,1368.0,"Canal Residence, Al Reem Island, Abu Dhabi"
550000.0,Apartment,3.0,2057.0,"Armani Residence, Burj Khalifa Area, Downtown Dubai, Dubai"
300000.0,Apartment,3.0,1333.0,"The Address Residence Fountain Views 1, The Address Residence Fountain Views, Downtown Dubai, Dubai"
90000.0,Apartment,1.0,893.0,"DAMAC Majestine, Business Bay, Dubai"
190000.0,Apartment,2.0,1272.0,"Sunrise Bay Tower 2, EMAAR Beachfront, Dubai Harbour, Dubai"
76999.0,Apartment,2.0,1268.0,"Meera 2, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
72000.0,Apartment,2.0,1035.0,"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
45000.0,Townhouse,3.0,1208.0,"Basswood, Damac Hills 2, Dubai"
244999.0,Villa,6.0,4200.0,"Bungalows Area, Green Community West, Green Community, Dubai"
170000.0,Villa,5.0,4336.0,"Samra Community, Al Raha Gardens, Abu Dhabi"
91000.0,Apartment,2.0,1200.0,"Al Samar 4, Al Samar, Greens, Dubai"
75000.0,Apartment,2.0,612.0,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
74999.0,Apartment,1.0,785.0,"Bayz by Danube, Business Bay, Dubai"
109999.0,Apartment,2.0,1207.0,"The cove, Dubai Creek Harbour (The Lagoons), Dubai"
82999.0,Apartment,2.0,803.0,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
100000.0,Apartment,2.0,1100.0,"Maurya, Grandeur Residences, Palm Jumeirah, Dubai"
74000.0,Apartment,3.0,1304.0,"Ajyad Building, Jumeirah Village Circle, Dubai"
50000.0,Apartment,2.0,1050.0,"Al Sayyah Residence, Arjan, Dubai"
60000.0,Apartment,1.0,1000.0,"Executive Tower B, Executive Towers, Business Bay, Dubai"
70000.0,Apartment,2.0,770.0,"Wilton Terraces 2, Mohammed Bin Rashid City, Dubai"
270000.0,Apartment,3.0,1452.0,"The Address Residence Fountain Views 2, The Address Residence Fountain Views, Downtown Dubai, Dubai"
210000.0,Apartment,4.0,2368.0,"Al Naseem Residences A, Al Bandar, Al Raha Beach, Abu Dhabi"
122000.0,Apartment,3.0,1775.0,"MEERA Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
23500.0,Apartment,1.0,400.0,"Etlala Residence, Dubai Residence Complex, Dubai"
130000.0,Villa,4.0,5000.0,"Al Rashidiya, Dubai"
120000.0,Apartment,2.0,862.0,"Royal Bay, Palm Jumeirah, Dubai"
130000.0,Townhouse,4.0,1507.0,"Camelia 1, Camelia, Arabian Ranches 2, Dubai"
104999.0,Apartment,3.0,1616.0,"Manazel Al Safa, Business Bay, Dubai"
60000.0,Apartment,2.0,1014.0,"Stadium Point, Dubai Sports City, Dubai"
84999.0,Apartment,2.0,794.0,"Sobha Creek Vistas, Sobha Hartland, Mohammed Bin Rashid City, Dubai"
550000.0,Villa,4.0,5800.0,"Meadows 9, Meadows, Dubai"
26000.0,Apartment,1.0,400.0,"Elite Sports Residence 10, Elite Sports Residence, Dubai Sports City, Dubai"
60000.0,Apartment,1.0,1060.0,"Park Central, Business Bay, Dubai"
385000.0,Villa,7.0,5100.0,"Umm Suqeim 3 Villas, Umm Suqeim 3, Umm Suqeim, Dubai"
90000.0,Apartment,4.0,1550.0,"Opal Tower Marina, Dubai Marina, Dubai"
35000.0,Apartment,2.0,1063.0,"Skycourts Tower E, Skycourts Towers, Dubai Land, Dubai"
230000.0,Villa,6.0,3500.0,"Al Barsha 1 Villas, Al Barsha 1, Al Barsha, Dubai"
42000.0,Apartment,2.0,1210.0,"Sondos Lily, Dubai Residence Complex, Dubai"
26999.0,Apartment,1.0,430.0,"Kappa Acca 2, Dubai Residence Complex, Dubai"
145000.0,Apartment,2.0,1110.0,"St. Regis, Saadiyat Beach, Saadiyat Island, Abu Dhabi"
500000.0,Villa,7.0,6253.0,"HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi"
175000.0,Apartment,4.0,1435.0,"Mayan 3, Mayan, Yas Island, Abu Dhabi"
71000.0,Apartment,3.0,1400.0,"Niloofar Tower, Culture Village, Dubai"
80000.0,Apartment,3.0,1364.0,"Azizi Liatris, Azizi Residence, Al Furjan, Dubai"
119999.0,Apartment,4.0,1937.0,"Gulf Paradise, Saadiyat Island, Abu Dhabi"
139999.0,Apartment,4.0,2100.0,"The First, Al Rostomani Towers, Sheikh Zayed Road, Dubai"
160000.0,Apartment,3.0,1300.0,"Burj Vista 2, Burj Vista, Downtown Dubai, Dubai"
60000.0,Apartment,1.0,800.0,"Reflection, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
110000.0,Townhouse,4.0,2475.0,"Amaranta, Villanova, Dubai Land, Dubai"
147000.0,Apartment,4.0,1978.0,"Groves, The Pearl Residences at Saadiyat, Saadiyat Island, Abu Dhabi"
60000.0,Apartment,1.0,968.0,"Churchill Residency Tower, Churchill Towers, Business Bay, Dubai"
140000.0,Villa,5.0,2723.0,"Pelham, Akoya Park, DAMAC Hills, Dubai"
270000.0,Villa,7.0,6000.0,"Al Barsha South 1, Al Barsha South, Al Barsha, Dubai"
800000.0,Villa,7.0,5500.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
180000.0,Villa,4.0,3500.0,"Jumeirah 2 Villas, Jumeirah 2, Jumeirah, Dubai"
450000.0,Villa,7.0,5500.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
400000.0,Villa,7.0,5500.0,"Jumeirah 3 Villas, Jumeirah 3, Jumeirah, Dubai"
89000.0,Apartment,2.0,1537.0,"Al Badia Hillside Village, Dubai Festival City, Dubai"
77500.0,Apartment,3.0,1300.0,"Najmat Tower C1, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
270000.0,Apartment,3.0,2007.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
43000.0,Apartment,1.0,489.0,"Waters Edge, Yas Island, Abu Dhabi"
48000.0,Apartment,1.0,493.0,"Ansam 2, Ansam, Yas Island, Abu Dhabi"
1100000.0,Villa,4.0,4000.0,"Villa Amalfi, Jumeirah Bay Island, Jumeirah, Dubai"
260000.0,Apartment,2.0,1150.0,"Sunrise Bay Tower 2, EMAAR Beachfront, Dubai Harbour, Dubai"
80000.0,Apartment,3.0,1450.0,"Al Sayyah Residence, Arjan, Dubai"
175000.0,Apartment,3.0,1753.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
150000.0,Apartment,3.0,1290.0,"Damac Maison Cour Jardin, Business Bay, Dubai"
80399.0,Apartment,1.0,1270.0,"Karama, Dubai"
220000.0,Villa,4.0,4700.0,"Al Barsha 3 Villas, Al Barsha 3, Al Barsha, Dubai"
42000.0,Apartment,2.0,846.0,"The Corner, Arjan, Dubai"
82000.0,Apartment,2.0,890.0,"Canal Residence, Al Reem Island, Abu Dhabi"
145000.0,Apartment,3.0,1511.0,"Amna, Al Habtoor City, Business Bay, Dubai"
180000.0,Apartment,3.0,995.0,"Dubai Marina Moon, Dubai Marina, Dubai"
26000.0,Apartment,1.0,750.0,"Abu Dhabi Gate City, Abu Dhabi"
260000.0,Villa,5.0,4256.0,"West Yas, Yas Island, Abu Dhabi"
55000.0,Apartment,2.0,975.0,"Al Reem Bay Towers 1, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi"
28000.0,Apartment,2.0,2500.0,"Asharej, Al Ain"
35000.0,Apartment,1.0,406.0,"Carson, The Drive, DAMAC Hills, Dubai"
46000.0,Apartment,2.0,950.0,"Geepas Tower, Arjan, Dubai"
72000.0,Apartment,3.0,1350.0,"The Gate Tower 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
62000.0,Townhouse,3.0,1345.0,"Al Ghadeer 2, Al Ghadeer, Abu Dhabi"
150000.0,Villa,6.0,4273.0,"District 11, Jumeirah Village Circle, Dubai"
50000.0,Apartment,2.0,850.0,"Sandoval Gardens, Jumeirah Village Circle, Dubai"
52000.0,Apartment,1.0,500.0,"Boulevard Central Podium, Boulevard Central Towers, Downtown Dubai, Dubai"
18000.0,Apartment,2.0,1000.0,"Sheikh Jaber Al Sabah Street, Al Naimiya, Al Naemiyah, Ajman"
90000.0,Apartment,1.0,506.0,"The Palm Tower, Palm Jumeirah, Dubai"
80000.0,Apartment,2.0,784.0,"Paramount Tower Hotel &amp; Residences, Business Bay, Dubai"
47000.0,Apartment,2.0,950.0,"GHAPH Studio, Dubai Studio City, Dubai"
100000.0,Apartment,2.0,1205.0,"Sadaf 7, Sadaf, Jumeirah Beach Residence, Dubai"
35000.0,Apartment,2.0,807.0,"Suburbia Tower 2, Suburbia, Downtown Jebel Ali, Dubai"
97399.0,Apartment,2.0,1244.0,"Block A, dar wasl, Al Wasl, Dubai"
86399.0,Apartment,2.0,1381.0,"wasl square, Al Safa, Dubai"
42000.0,Apartment,2.0,968.0,"Building 38 to Building 107, Mediterranean Cluster, Discovery Gardens, Dubai"
55000.0,Apartment,2.0,700.0,"Bloom Heights, Jumeirah Village Circle, Dubai"
549000.0,Apartment,3.0,2430.0,"Muraba Residence, The Crescent, Palm Jumeirah, Dubai"
400000.0,Apartment,5.0,2216.0,"The Address Residence Fountain Views 1, The Address Residence Fountain Views, Downtown Dubai, Dubai"
65000.0,Apartment,3.0,1259.0,"Leerbach Palace Tower, Arjan, Dubai"
44000.0,Apartment,2.0,898.0,"Farishta, Azizi Residence, Al Furjan, Dubai"
160000.0,Townhouse,4.0,2042.0,"Pelham, Akoya Park, DAMAC Hills, Dubai"
177000.0,Apartment,4.0,2253.0,"Groves, The Pearl Residences at Saadiyat, Saadiyat Island, Abu Dhabi"
230000.0,Villa,4.0,5211.0,"Casa, Arabian Ranches 2, Dubai"
60000.0,Villa,3.0,10000.0,"Al Riffa, Ras Al Khaimah"
68000.0,Apartment,1.0,962.0,"O2 Residence, Lake Elucio, Jumeirah Lake Towers, Dubai"
60000.0,Apartment,2.0,1450.0,"Corniche Road, Abu Dhabi"
120000.0,Villa,4.0,2204.0,"La Quinta, Villanova, Dubai Land, Dubai"
73999.0,Apartment,2.0,922.0,"wasl square, Al Safa, Dubai"
29000.0,Apartment,1.0,514.0,"MAG 555, MAG 5, Dubai South (Dubai World Central), Dubai"
699950.0,Townhouse,6.0,5859.0,"Kempinski Palm Residence, The Crescent, Palm Jumeirah, Dubai"
38000.0,Apartment,1.0,470.0,"The White Palace, Dubai Silicon Oasis, Dubai"
,Apartment,2.0,800.0,"East Coast Building, Barsha Heights (Tecom), Dubai"
59999.0,Apartment,2.0,1015.0,"Sun Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
95000.0,Apartment,3.0,1497.0,"RAK Tower, Marina Square, Al Reem Island, Abu Dhabi"
270000.0,Villa,7.0,13800.0,"Al Barsha 3 Villas, Al Barsha 3, Al Barsha, Dubai"
75000.0,Apartment,3.0,1230.0,"C11, Al Dana, Al Raha Beach, Abu Dhabi"
400000.0,Apartment,4.0,2875.0,"The Residences 6, The Residences, Downtown Dubai, Dubai"
38000.0,Apartment,1.0,422.0,"The White Palace, Dubai Silicon Oasis, Dubai"
31000.0,Apartment,1.0,479.0,"The White Palace, Dubai Silicon Oasis, Dubai"
70000.0,Apartment,2.0,875.0,"The Gate Tower 3, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
16000.0,Apartment,1.0,750.0,"Al Naimiya, Al Naemiyah, Ajman"
750000.0,Villa,6.0,5600.0,"Jumeirah 1 Villas, Jumeirah 1, Jumeirah, Dubai"
85000.0,Apartment,3.0,1288.0,"SBO Tower, Al Barsha 1, Al Barsha, Dubai"
110000.0,Townhouse,4.0,2190.0,"Sama Townhouses, Town Square, Dubai"
210000.0,Apartment,4.0,2486.0,"Panorama at the Views Tower 4, Panorama at the Views, The Views, Dubai"
250000.0,Apartment,4.0,2337.0,"Al Yass Tower, Emaar 6 Towers, Dubai Marina, Dubai"
300000.0,Villa,7.0,7000.0,"Mohamed Bin Zayed City, Abu Dhabi"
154999.0,Apartment,3.0,1237.0,"Downtown Views, Downtown Dubai, Dubai"
115000.0,Townhouse,4.0,2052.0,"Naseem Townhouses, Town Square, Dubai"
85000.0,Apartment,2.0,723.0,"Collective, Dubai Hills Estate, Dubai"
105000.0,Apartment,1.0,1000.0,"The Residences 1, The Residences, Downtown Dubai, Dubai"
50000.0,Apartment,2.0,893.0,"The Gate Tower 3, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
110000.0,Apartment,3.0,1199.0,"Wilton Terraces 2, Mohammed Bin Rashid City, Dubai"
89999.0,Apartment,2.0,902.0,"29 Burj Boulevard Tower 2, 29 Burj Boulevard, Downtown Dubai, Dubai"
22000.0,Apartment,2.0,1156.0,"Al Rashidiya 1, Al Rashidiya, Ajman"
270000.0,Villa,4.0,3584.0,"The Cedars, Yas Acres, Yas Island, Abu Dhabi"
320000.0,Apartment,4.0,3476.0,"Mamsha Al Saadiyat, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi"
290000.0,Apartment,5.0,3692.0,"Al Manara, Al Bandar, Al Raha Beach, Abu Dhabi"
43000.0,Apartment,2.0,850.0,"UniEstate Mansion, Dubai Investment Park, Dubai"
130000.0,Townhouse,3.0,1988.0,"Camelia, Arabian Ranches 2, Dubai"
75000.0,Apartment,2.0,804.0,"Sydney Tower, Jumeirah Village Circle, Dubai"
42000.0,Apartment,2.0,882.0,"Building 38 to Building 107, Mediterranean Cluster, Discovery Gardens, Dubai"
40000.0,Apartment,1.0,420.0,"Bella Rose, Al Barsha South, Al Barsha, Dubai"
40000.0,Apartment,2.0,769.0,"Leerbach Palace Tower, Arjan, Dubai"
39999.0,Apartment,1.0,1048.0,"Oakwood Residency, Dubai Production City (IMPZ), Dubai"
85000.0,Apartment,3.0,1443.0,"Hayat Boulevard, Town Square, Dubai"
65000.0,Apartment,2.0,712.0,"DAMAC Maison The Vogue, Business Bay, Dubai"
109999.0,Townhouse,4.0,2100.0,"Noor Townhouses, Town Square, Dubai"
38000.0,Apartment,2.0,790.0,"Arabian Gate, Dubai Silicon Oasis, Dubai"
69999.0,Apartment,3.0,1400.0,"The District, Al Jaddaf, Dubai"
84999.0,Apartment,3.0,1500.0,"Marina Rise Tower, Al Reem Island, Abu Dhabi"
1500000.0,Apartment,5.0,2840.0,"The Address The BLVD, Downtown Dubai, Dubai"
200000.0,Apartment,2.0,1336.0,"Damac Heights, Dubai Marina, Dubai"
140000.0,Apartment,3.0,1517.0,"Canal Residence, Al Reem Island, Abu Dhabi"
36000.0,Apartment,1.0,1020.0,"Zenith A1 Tower, Zenith Towers, Dubai Sports City, Dubai"
100000.0,Apartment,4.0,2100.0,"Sea Face Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
90000.0,Apartment,2.0,890.0,"29 Burj Boulevard Tower 1, 29 Burj Boulevard, Downtown Dubai, Dubai"
48000.0,Apartment,3.0,1033.0,"Al Ghadeer 2, Al Ghadeer, Abu Dhabi"
210000.0,Duplex,6.0,4779.0,"Soho Square, Saadiyat Island, Abu Dhabi"
115000.0,Apartment,2.0,835.0,"Burj Vista 1, Burj Vista, Downtown Dubai, Dubai"
35000.0,Apartment,1.0,407.0,"Carson, The Drive, DAMAC Hills, Dubai"
54000.0,Apartment,2.0,1063.0,"wasl Crystal II, Al Quoz Industrial Area, Al Quoz, Dubai"
89999.0,Villa,4.0,1900.0,"Mirdif Villas, Mirdif, Dubai"
62000.0,Apartment,2.0,950.0,"Residence 1000, Mankhool, Bur Dubai, Dubai"
85000.0,Apartment,3.0,1300.0,"Madison Residency, Barsha Heights (Tecom), Dubai"
149999.0,Apartment,4.0,1764.0,"Saadiyat Beach Residences, Saadiyat Beach, Saadiyat Island, Abu Dhabi"
40000.0,Apartment,1.0,500.0,"The Bricks, Mankhool, Bur Dubai, Dubai"
40000.0,Apartment,1.0,781.0,"Binghatti Gate, Jumeirah Village Circle, Dubai"
135000.0,Apartment,5.0,2150.0,"Tala Tower, Marina Square, Al Reem Island, Abu Dhabi"
90000.0,Apartment,2.0,708.0,"Central Tower, Bay Central, Dubai Marina, Dubai"
72000.0,Apartment,1.0,815.0,"Belgravia 3, Belgravia, Jumeirah Village Circle, Dubai"
65000.0,Apartment,2.0,975.0,"Falcon Tower, Business Bay, Dubai"
40000.0,Apartment,2.0,827.0,"Spring Oasis, Dubai Silicon Oasis, Dubai"
130000.0,Apartment,2.0,1144.0,"Jash Falqa, Shoreline Apartments, Palm Jumeirah, Dubai"
125000.0,Apartment,1.0,1137.0,"Al Nabat, Shoreline Apartments, Palm Jumeirah, Dubai"
55000.0,Apartment,2.0,900.0,"Soho Square, Saadiyat Island, Abu Dhabi"
285999.0,Apartment,5.0,2104.0,"Boulevard Point, Downtown Dubai, Dubai"
114999.0,Apartment,4.0,1766.0,"Meera 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
95000.0,Villa,4.0,3358.0,"Al Warsan 1, Al Warsan, Dubai"
135000.0,Apartment,4.0,2002.0,"The Residence Central Park, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
34000.0,Apartment,2.0,731.0,"China Cluster, International City, Dubai"
50000.0,Villa,3.0,1884.0,"Zone 8, Hydra Village, Abu Dhabi"
39999.0,Apartment,2.0,989.0,"Farishta, Azizi Residence, Al Furjan, Dubai"
55000.0,Apartment,1.0,513.0,"DAMAC Majestine, Business Bay, Dubai"
49999.0,Apartment,3.0,1350.0,"Jaddaf Place, Al Jaddaf, Dubai"
70000.0,Apartment,2.0,1190.0,"Al Thanya, Umm Suqeim 2, Umm Suqeim, Dubai"
60000.0,Apartment,2.0,900.0,"Sea Face Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
140000.0,Apartment,2.0,1270.0,"Canal Residence, Al Reem Island, Abu Dhabi"
80000.0,Apartment,2.0,864.0,"The cove, Dubai Creek Harbour (The Lagoons), Dubai"
149500.0,Apartment,4.0,2056.0,"Canal Residence, Al Reem Island, Abu Dhabi"
50000.0,Apartment,2.0,1320.0,"Royal Residence, CBD (Central Business District), International City, Dubai"
185000.0,Apartment,4.0,1884.0,"Shams 1, Shams, Jumeirah Beach Residence, Dubai"
240000.0,Villa,5.0,2661.0,"The Residences 9, The Residences, Downtown Dubai, Dubai"
140000.0,Apartment,3.0,1719.0,"Jumeirah Apartments, Jumeirah 1, Jumeirah, Dubai"
55000.0,Apartment,2.0,980.0,"Celestia, Dubai South (Dubai World Central), Dubai"
22000.0,Apartment,1.0,350.0,"Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai"
145000.0,Duplex,3.0,1784.0,"Al Zeina, Al Raha Beach, Abu Dhabi"
160000.0,Apartment,3.0,1352.0,"Iris Blue, Dubai Marina, Dubai"
40000.0,Apartment,2.0,1500.0,"Hamdan Street, Abu Dhabi"
46000.0,Apartment,3.0,1300.0,"Lago Vista A, Lago Vista, Dubai Production City (IMPZ), Dubai"
344999.0,Villa,5.0,8700.0,"Mirador La Coleccion 2, Mirador La Coleccion, Arabian Ranches, Dubai"
66999.0,Apartment,3.0,1550.0,"Al Shirawi Building, Al Warqa'a 1, Al Warqa'a, Dubai"
124999.0,Apartment,3.0,1775.0,"MEERA Shams, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"
90000.0,Apartment,3.0,1238.0,"Mayfair Residency, Business Bay, Dubai"
39999.0,Apartment,1.0,831.0,"The Manhattan Tower, Jumeirah Village Circle, Dubai"
65000.0,Apartment,3.0,1450.0,"Al Jazeeri Building Warqa, Al Warqa'a 1, Al Warqa'a, Dubai"
110000.0,Apartment,3.0,1366.0,"Canal Residence, Al Reem Island, Abu Dhabi"
189990.0,Apartment,5.0,2800.0,"Cluster F, Jumeirah Heights, Dubai"
35000.0,Apartment,2.0,908.0,"Baiti 1, Al Warqa'a 1, Al Warqa'a, Dubai"
149000.0,Apartment,2.0,1243.0,"Rimal 3, Rimal, Jumeirah Beach Residence, Dubai"
89999.0,Apartment,3.0,1510.0,"Leaf Tower, Tamouh, Al Reem Island, Abu Dhabi"
40000.0,Apartment,1.0,515.0,"Al Fahidi Street, Al Souk Al Kabeer, Bur Dubai, Dubai"
42000.0,Apartment,3.0,2150.0,"Al Taawun, Sharjah"
130000.0,Villa,7.0,3504.0,"Acuna, The Roots DAMAC Hills 2, Dubai"
54399.0,Apartment,1.0,1078.0,"Nadd Al Hammar, Dubai"
77399.0,Apartment,1.0,1408.0,"Nadd Al Hammar, Dubai"
169000.0,Villa,5.0,2618.0,"La Quinta, Villanova, Dubai Land, Dubai"
320000.0,Villa,6.0,7000.0,"Al Manara, Dubai"
